flight_time_s,vbat_v,x_m,y_m,z_m
0.013103628996759653,3.7090911865234375,-0.04495009034872055,-0.025599636137485504,0.25708645582199097
0.06374234397662804,3.689256429672241,-0.04260033369064331,-0.029880860820412636,0.26734983921051025
0.11269010798423551,3.74876070022583,-0.04200403764843941,-0.03209042549133301,0.27958446741104126
0.16377810700214468,3.7884299755096436,-0.03944411128759384,-0.0349002406001091,0.2918244004249573
0.21393460198305547,3.80826473236084,-0.03808916360139847,-0.038354210555553436,0.30110281705856323
0.2630069610022474,3.80826473236084,-0.03733297064900398,-0.03983503580093384,0.30781039595603943
0.3131716469943058,3.74876070022583,-0.03482827544212341,-0.03951895236968994,0.310793399810791
0.3629214190004859,3.74876070022583,-0.031479887664318085,-0.04174913838505745,0.3123517334461212
0.4123541019798722,3.728925943374634,-0.027171768248081207,-0.03887166827917099,0.31282109022140503
0.46430602998589166,3.728925943374634,-0.022687140852212906,-0.03822612017393112,0.31050819158554077
0.5120589379803278,3.7090911865234375,-0.018571436405181885,-0.035503413528203964,0.30867263674736023
0.5627179889997933,3.7090911865234375,-0.014321012422442436,-0.03469274193048477,0.307303786277771
0.6123430199804716,3.7090911865234375,-0.010851708240807056,-0.034212253987789154,0.30493202805519104
0.6622341419861186,3.7090911865234375,-0.008599713444709778,-0.03256255015730858,0.3055981695652008
0.7128500959952362,3.728925943374634,-0.009509767405688763,-0.03283807262778282,0.30653074383735657
0.7621058029762935,3.728925943374634,-0.009016625583171844,-0.03092055208981037,0.30614230036735535
0.8122423009772319,3.728925943374634,-0.011804257519543171,-0.03129849582910538,0.30648428201675415
0.8627586889779195,3.728925943374634,-0.014475489966571331,-0.030312828719615936,0.30785995721817017
0.9138505419832654,3.728925943374634,-0.014426655136048794,-0.032613493502140045,0.3085945248603821
0.9625653099792544,3.728925943374634,-0.0179901160299778,-0.03395935520529747,0.30931952595710754
1.0138793480000459,3.728925943374634,-0.01805543340742588,-0.033946506679058075,0.3091629147529602
1.0627376069896854,3.728925943374634,-0.017030855640769005,-0.0349830761551857,0.30959975719451904
1.1128806589986198,3.728925943374634,-0.014546841382980347,-0.034449975937604904,0.3100535273551941
1.1630889590014704,3.728925943374634,-0.009722410701215267,-0.03342866152524948,0.30869483947753906
1.2135425219894387,3.728925943374634,-0.005685015115886927,-0.03252787888050079,0.3087988793849945
1.261920396995265,3.7090911865234375,-0.002100124955177307,-0.032291799783706665,0.30732348561286926
1.3121558939747047,3.7090911865234375,0.002791675506159663,-0.029412906616926193,0.3066699206829071
1.3614792279840913,3.7090911865234375,0.006606684997677803,-0.027413485571742058,0.30539193749427795
1.4120896050008014,3.7090911865234375,0.008922798559069633,-0.027437636628746986,0.30537670850753784
1.4614814649976324,3.728925943374634,0.008688905276358128,-0.027986720204353333,0.3045581579208374
1.5130488220020197,3.728925943374634,0.010695627890527248,-0.026541663333773613,0.3042241632938385
1.562619600998005,3.728925943374634,0.010203278623521328,-0.026331540197134018,0.3039972186088562
1.6120580599817913,3.728925943374634,0.011715375818312168,-0.025992566719651222,0.30499669909477234
1.6629426019790117,3.728925943374634,0.013438229449093342,-0.024376345798373222,0.3038695752620697
1.7119471079786308,3.7090911865234375,0.014988698996603489,-0.025537554174661636,0.3036499619483948
1.7621799269982148,3.7090911865234375,0.01998903416097164,-0.02413095533847809,0.3043474853038788
1.8128608599945437,3.728925943374634,0.02158019132912159,-0.0234745591878891,0.3032832741737366
1.8628377279965207,3.7090911865234375,0.02352047711610794,-0.023562122136354446,0.303546667098999
1.912405351002235,3.728925943374634,0.02341427281498909,-0.02497893199324608,0.30412620306015015
1.9635745830019005,3.728925943374634,0.024270469322800636,-0.025842903181910515,0.30449724197387695
2.012059306987794,3.728925943374634,0.02568335272371769,-0.02513374574482441,0.30308207869529724
2.0609521129808854,3.7090911865234375,0.025282811373472214,-0.025369128212332726,0.3028132915496826
2.1121923999744467,3.728925943374634,0.025264127179980278,-0.024812251329421997,0.30435439944267273
2.1611817109805997,3.728925943374634,0.025207560509443283,-0.025263799354434013,0.30509647727012634
2.212337076984113,3.728925943374634,0.02775273099541664,-0.02447337843477726,0.3058333396911621
2.2610830569756217,3.7090911865234375,0.03054993227124214,-0.02322809398174286,0.3043469488620758
2.311065024987329,3.728925943374634,0.03273004665970802,-0.0230296291410923,0.3040080666542053
2.360982869984582,3.7090911865234375,0.038579948246479034,-0.020135363563895226,0.30283674597740173
2.412182883999776,3.728925943374634,0.04166954383254051,-0.018809223547577858,0.3012920618057251
2.460359612974571,3.7090911865234375,0.042899586260318756,-0.017362553626298904,0.3004016876220703
2.5108905199740548,3.7090911865234375,0.04349547624588013,-0.01561142597347498,0.3002597391605377
2.562059836986009,3.7090911865234375,0.045065272599458694,-0.011590602807700634,0.2999747097492218
2.6123464579868596,3.728925943374634,0.045020151883363724,-0.010840345174074173,0.3009454309940338
2.661138438998023,3.7090911865234375,0.04410504177212715,-0.011446344666182995,0.300819993019104
2.7114577799802646,3.7090911865234375,0.04254037141799927,-0.010932140983641148,0.30177637934684753
