flight_time_s,vbat_v,x_m,y_m,z_m
0.004536157997790724,3.689256429672241,-0.09393996745347977,-0.03957849368453026,0.24079564213752747
0.054531055968254805,3.669421672821045,-0.09656669944524765,-0.03913415968418121,0.2533569931983948
0.1029758770018816,3.669421672821045,-0.09852808713912964,-0.03859473392367363,0.2655273973941803
0.15362492098938674,3.7090911865234375,-0.09991317987442017,-0.038025714457035065,0.2787923216819763
0.20489615498809144,3.728925943374634,-0.09759657829999924,-0.04717506095767021,0.28904658555984497
0.25394222897011787,3.728925943374634,-0.09839839488267899,-0.04800846055150032,0.2977878451347351
0.30378864594968036,3.728925943374634,-0.09946386516094208,-0.049337632954120636,0.30324363708496094
0.35499086196068674,3.7090911865234375,-0.10066191852092743,-0.050283584743738174,0.30583053827285767
0.4042088949936442,3.689256429672241,-0.09869447350502014,-0.05040218308568001,0.3081679940223694
0.45379301597131416,3.689256429672241,-0.09728249162435532,-0.049288418143987656,0.30838242173194885
0.5041344880010001,3.669421672821045,-0.09194521605968475,-0.046749889850616455,0.3071058392524719
0.5525041130022146,3.669421672821045,-0.08925038576126099,-0.04404332861304283,0.30579960346221924
0.6031896789791062,3.669421672821045,-0.08451157063245773,-0.04028678312897682,0.304334819316864
0.654196958988905,3.6495871543884277,-0.07986725121736526,-0.03661472350358963,0.30190911889076233
0.7033488059532829,3.6495871543884277,-0.0764484703540802,-0.03324394300580025,0.2990568280220032
0.7538368809618987,3.6495871543884277,-0.07551267743110657,-0.0304691381752491,0.2995172441005707
0.8045113609987311,3.669421672821045,-0.07249649614095688,-0.024906491860747337,0.299165815114975
0.8523255379986949,3.669421672821045,-0.07191327959299088,-0.021601853892207146,0.3000697195529938
0.9024004959501326,3.669421672821045,-0.07167685776948929,-0.01916138082742691,0.30018070340156555
0.9541828429792076,3.669421672821045,-0.0717068612575531,-0.015506798401474953,0.29967638850212097
1.0035394339938648,3.669421672821045,-0.0727057233452797,-0.01569013111293316,0.2997007369995117
1.0530361599521711,3.669421672821045,-0.07289347797632217,-0.013973494060337543,0.29974305629730225
1.1025081239640713,3.669421672821045,-0.07368656992912292,-0.013801420107483864,0.3005255460739136
1.1532504159840755,3.669421672821045,-0.07402525842189789,-0.012971669435501099,0.30077069997787476
1.202943593962118,3.669421672821045,-0.07519850134849548,-0.013322376646101475,0.3003142178058624
1.252799599955324,3.669421672821045,-0.07550667971372604,-0.014554246328771114,0.3011755049228668
1.3021604099776596,3.669421672821045,-0.07402200996875763,-0.012638233602046967,0.3000243902206421
1.3526941369636916,3.669421672821045,-0.07537569850683212,-0.013527384027838707,0.29998528957366943
1.402861161972396,3.6495871543884277,-0.07388162612915039,-0.01139636430889368,0.2995472252368927
1.452411290956661,3.669421672821045,-0.0741080492734909,-0.013333656825125217,0.2998841106891632
1.5027441869606264,3.6495871543884277,-0.0727643370628357,-0.011842702515423298,0.29947933554649353
1.5518285889993422,3.669421672821045,-0.07229728251695633,-0.013110541738569736,0.30025237798690796
1.6029250329593197,3.669421672821045,-0.07281588762998581,-0.013666331768035889,0.30009499192237854
1.652856950997375,3.6495871543884277,-0.07383868098258972,-0.012518140487372875,0.3011062443256378
1.7019424259779043,3.669421672821045,-0.07416826486587524,-0.012618130072951317,0.301878422498703
1.7518572039552964,3.669421672821045,-0.07269304245710373,-0.009099835529923439,0.30363789200782776
1.8029577569686808,3.669421672821045,-0.07245045155286789,-0.010115455836057663,0.3036741018295288
1.8535927229677327,3.669421672821045,-0.07001662254333496,-0.007064675912261009,0.30386853218078613
1.9015856829937547,3.6495871543884277,-0.0696282684803009,-0.00019492575665935874,0.301891952753067
1.9521182759781368,3.6297523975372314,-0.06739836186170578,-0.0005409924779087305,0.3001244068145752
2.00238552398514,3.6297523975372314,-0.06276163458824158,0.00027928396593779325,0.2984970211982727
2.052288377948571,3.6297523975372314,-0.05858088284730911,0.003261048346757889,0.2984503209590912
2.1012302649905905,3.6495871543884277,-0.05813537538051605,0.003915957175195217,0.29748374223709106
2.1522326419944875,3.6495871543884277,-0.05425363406538963,0.006386434193700552,0.29818591475486755
2.201179174997378,3.6495871543884277,-0.05358106642961502,0.007290989626199007,0.29907768964767456
2.2519757069530897,3.6495871543884277,-0.051685333251953125,0.008774151094257832,0.2999818027019501
2.301543583977036,3.6495871543884277,-0.051982466131448746,0.008862212300300598,0.3005298972129822
2.352909827954136,3.6495871543884277,-0.05325522646307945,0.009379247203469276,0.30039700865745544
2.4023335489910096,3.6495871543884277,-0.05437743291258812,0.012181898579001427,0.3014953136444092
2.4514486529515125,3.6495871543884277,-0.05612562596797943,0.011757679283618927,0.3018846809864044
2.5017780089983717,3.6495871543884277,-0.05644574388861656,0.014665845781564713,0.3025878369808197
2.5516133479541168,3.6495871543884277,-0.056504808366298676,0.01802188903093338,0.3032190799713135
2.6020148450043052,3.669421672821045,-0.05520995706319809,0.019318437203764915,0.30333369970321655
2.651511326956097,3.6495871543884277,-0.05161874741315842,0.021878786385059357,0.30309680104255676
2.7017634059884585,3.6495871543884277,-0.04702771455049515,0.025164499878883362,0.30260923504829407
2.750745801953599,3.6495871543884277,-0.043075159192085266,0.02776499092578888,0.3013128638267517
2.8007207739865407,3.6297523975372314,-0.040372662246227264,0.030646510422229767,0.3006809949874878
2.850979089969769,3.6495871543884277,-0.03561251983046532,0.03436075150966644,0.2999986708164215
2.9015649759676307,3.6297523975372314,-0.03235584497451782,0.037294305860996246,0.30032581090927124
2.950861110992264,3.6297523975372314,-0.02887639030814171,0.03806115686893463,0.29957300424575806
3.001428293006029,3.6297523975372314,-0.027344651520252228,0.04060950502753258,0.2991987466812134
