time_s,height_m,kp
13.860929967000175,0.30747056007385254,10.0
13.910961300000054,0.30770373344421387,10.0
13.960737041999892,0.3061431646347046,10.0
14.010708536000038,0.3043823540210724,10.0
14.060761489000015,0.30429211258888245,10.0
14.110694091999903,0.30290669202804565,10.0
14.161214917000052,0.3038824498653412,10.0
14.210796648999803,0.3060344457626343,10.0
14.260953774999962,0.3070718050003052,10.0
14.311184997000055,0.3076091408729553,10.0
14.361058813999989,0.30878177285194397,10.0
14.410803020000003,0.3085159361362457,10.0
14.461178775999997,0.3079376220703125,10.0
14.511890746000063,0.30858713388442993,10.0
14.56065108499979,0.30760708451271057,10.0
14.611258077000002,0.30538007616996765,10.0
14.660674358000051,0.3048301339149475,10.0
14.71087399299995,0.30417051911354065,10.0
14.760979939000208,0.30387935042381287,10.0
14.810853124000005,0.3053167760372162,10.0
14.860822305000056,0.30483928322792053,10.0
14.91120369500004,0.30527234077453613,10.0
14.960577728999851,0.3045731782913208,10.0
15.011194070999863,0.30477842688560486,10.0
15.060822634000033,0.3051157593727112,10.0
15.11113784600002,0.30531609058380127,10.0
15.161269924999942,0.3042224049568176,10.0
15.21149560799995,0.30282971262931824,10.0
15.261131003000173,0.30246075987815857,10.0
15.311218558999826,0.3021180331707001,10.0
15.361329911000212,0.30257880687713623,10.0
15.411049410000032,0.30299028754234314,10.0
15.460913959000209,0.302436500787735,10.0
15.511385548999897,0.30260390043258667,10.0
15.561406355000145,0.30360865592956543,10.0
15.611148337000031,0.305297315120697,10.0
15.661400688999947,0.3073044419288635,10.0
15.71123614499993,0.3086804449558258,10.0
15.761012367000149,0.3111734986305237,10.0
15.811138920999838,0.31185370683670044,10.0
15.861201987000186,0.3105185031890869,10.0
15.910833542000091,0.30896613001823425,10.0
15.961363531000188,0.30603480339050293,10.0
16.011023585000203,0.30468499660491943,10.0
16.061757326000134,0.30403566360473633,10.0
16.111619106000035,0.3047678768634796,10.0
16.160975862000214,0.30561351776123047,10.0
16.21147578099999,0.3069317638874054,10.0
16.26116567500003,0.30675315856933594,10.0
16.31141541299985,0.3061603605747223,10.0
16.361507226999947,0.3032325506210327,10.0
16.411825073999808,0.29909753799438477,10.0
16.461267431000124,0.2975371479988098,10.0
16.511380518999886,0.2981868088245392,10.0
16.56144320600015,0.3002045750617981,10.0
16.611486883999987,0.3031284809112549,10.0
16.6613236029998,0.3056443929672241,10.0
16.71155875300019,0.3061220943927765,10.0
16.76100293599984,0.3065098226070404,10.0
16.811248482999872,0.3069794774055481,10.0
16.861780641000223,0.3060528635978699,10.0
16.91163855900004,0.3055008053779602,10.0
16.961398910999833,0.3057463765144348,10.0
17.01163784299979,0.3067938983440399,10.0
17.061959785,0.3065187335014343,10.0
17.111440310000035,0.30574700236320496,10.0
17.161774494999918,0.30587488412857056,10.0
17.211475387000064,0.3065831959247589,10.0
17.2617598490001,0.3067798316478729,10.0
17.311524921,0.3054172992706299,10.0
17.362165974000163,0.3065004050731659,10.0
17.41123414599997,0.30732783675193787,10.0
17.46182673400017,0.3072851598262787,10.0
17.511650219999865,0.30582836270332336,10.0
